./positive/sample_1.jpg 1 388 157 242 206
./positive/sample_11.jpg 1 170 28 407 367
./positive/sample_1200px-Taxus_baccata_tree.jpg 1 36 126 696 723
./positive/sample_13952260032046220164loan-oak-tree.jpg 1 29 33 671 470
./positive/sample_156c0e9926007cb5d808076e0f96c6d0.jpg 1 96 156 540 504
./positive/sample_180612102033-01-baobob-tree-restricted-super-tease.jpg 1 4 5 738 410
./positive/sample_22633604675_953197cb2e_k.jpg 1 26 31 675 462
./positive/sample_2aJoshuaTreeMojave.jpg 1 48 66 600 915
./positive/sample_358806651_12812458f3.jpg 1 24 70 356 327
./positive/sample_35907_0__TN1200.jpg 1 9 153 732 921
./positive/sample_3744.jpg 1 76 14 138 422
./positive/sample_4794300_47089ecc.jpg 1 54 133 265 219
./positive/sample_6385ead9eef5e6c74c6666e2b69decf8--australia-trees.jpg 1 104 68 351 339
./positive/sample_Acacia_Tree_in_the_Serengeti,_Tanzania_-_panoramio.jpg 1 93 199 259 156
./positive/sample_Big_Tree_in_Farm_Photo.jpg 1 283 64 241 252
./positive/sample_CSIRO_ScienceImage_4682_Casneauxs_Tree_with_the_ramparts_of_Wilpena_Pound_in_the_background_Flinders_Ranges_SA_1992.jpg 1 99 66 546 828
./positive/sample_Ipe_tree_thumbnail.jpg 1 54 88 386 493
./positive/sample_Monkman_MapleWinter_Dec12.jpg 1 39 315 690 657
./positive/sample_PIXNIO-15849.jpg 1 4 126 721 330
./positive/sample_PIXNIO-2379914-6000x4000.jpg 1 18 63 390 367
./positive/sample_PIXNIO-291635.jpg 1 233 145 301 274
./positive/sample_Plants-Trees_Photo_Texture_B_03240.jpg 1 45 171 678 696
./positive/sample_Plants-Trees_Photo_Texture_B_03280.jpg 1 75 141 654 729
./positive/sample_Sycamore_Gap,_The_Tree.jpg 1 287 153 132 134
./positive/sample_ThatTree_Day16_April08.jpg 1 138 2 504 282
./positive/sample_TreeInFieldWallpapers2.jpg 1 393 261 314 226
./positive/sample_TreeInFieldWallpapers3.jpg 1 8 96 514 334
./positive/sample_Tree_Crabapple-Prairifire-Full.jpg 1 3 312 741 561
./positive/sample_alberi-nuovi-nati-aree-verdi-iniziative-comuni-italiani-baronissi-porto-mantovano-3.jpg 1 59 42 387 329
./positive/sample_albero-fiorito-669770.610x431.jpg 1 16 60 580 342
./positive/sample_albero-solitario.jpg 1 90 43 600 398
./positive/sample_albero.jpg 1 32 56 562 378
./positive/sample_amazing-trees-21.jpg 1 66 51 257 316
./positive/sample_ash-tree.jpg 1 350 95 340 395
./positive/sample_autumnblazeornamentalpear_fall2.jpg 1 6 159 732 960
./positive/sample_browntree.jpg 1 84 465 618 423
./positive/sample_countryside-dawn-daylight-286305.jpg 1 63 195 396 603
./positive/sample_decision-tree.jpg 1 270 56 310 338
./positive/sample_faggio.jpg 1 14 39 687 455
./positive/sample_grande-albero.jpg 1 135 43 541 394
./positive/sample_green-tree-4k-wallpaper-890x557.jpg 1 297 178 152 172
./positive/sample_i-migliori-alberi-da-giardino_NG1.jpg 1 308 11 379 311
./positive/sample_il-faggio.jpg 1 116 28 540 410
./positive/sample_immagine-morus-alba.jpg 1 49 1 648 464
./positive/sample_maxresdefault.jpg 1 80 66 574 435
./positive/sample_maytenus-boaria-tree-4.jpg 1 36 28 510 431
./positive/sample_oaktree-2.jpg 1 60 11 635 532
./positive/sample_old-pear-tree.jpg 1 87 18 527 458
./positive/sample_overalltree.jpg 1 3 14 213 285
./positive/sample_papers.co-nk49-tree-nature-solo-nature-green-34-iphone6-plus-wallpaper.jpg 1 6 372 729 714
./positive/sample_treepicture2.jpg 1 11 15 678 483
./positive/sample_tree-100.jpg 1 39 8 581 326
./positive/sample_tree-800x500.jpg 1 37 29 655 435
./positive/sample_tree.jpg 1 39 75 624 972
./positive/sample_tree2.jpg 1 9 24 717 687
./positive/sample_winter-tree-P1040554-1.jpg 1 18 123 693 690
./positive/sample_0017082_bonsai-di-quercia-leccio-20.jpeg 1 153 96 624 546
./positive/sample_100_0642.jpg 1 132 64 455 424
./positive/sample_1200px-Gran_Encina.jpg 1 100 50 539 377
./positive/sample_39d796e3cdb8f7087a98e9b8902155ed--quercus-ilex-trees-yard-ideas.jpg 4 3 4 222 465 213 5 173 457 376 70 111 379 467 107 78 311
./positive/sample_4010397863_ddefd2352e_z.jpg 1 37 18 563 491
./positive/sample_450px-Scots_pine_trees_on_Holm_Hill,_New_Forest_-_geograph.org.uk_-_375081.jpg 3 154 34 287 478 24 230 176 281 24 230 176 281
./positive/sample_4644300362_43122cfc56_z.jpg 1 24 58 558 394
./positive/sample_4929827323_8344bde17b_z.jpg 1 97 75 455 326
./positive/sample_804c-Acer_pseudoplatanus-Atropurpureum.jpg 1 51 26 635 458
./positive/sample_91eda5b26cdf48957aee8743509259b2.jpg 1 36 105 435 573
./positive/sample_F969-10.jpg 1 27 93 480 633
./positive/sample_HOLM-OAK-Fotolia_196296470_XS.jpg 1 247 60 181 212
./positive/sample_Holm_Oak,_2011,_D_Tait.jpg 1 81 33 572 482
./positive/sample_Holm_oak_-_quercus_ilex_-_Kew_Gardens.jpg 3 54 138 241 331 173 17 422 435 490 255 178 205
./positive/sample_Platanus-X-acerifolia-Morton-Circle-Exclamation.jpg 1 69 63 594 867
./positive/sample_Platanus_×_hispanica_–_P._×_acerifolia_–_London_Plane_11.jpg 1 66 96 492 663
./positive/sample_Platanus_×_hispanica_–_P._×_acerifolia_–_London_Plane_12.jpg 2 51 45 603 876 72 462 246 435
./positive/sample_Quercus_ilex.jpg 1 31 43 421 328
./positive/sample_Quercus_ilex_-_Holm_-_Evergreen_Oak_01.jpg 1 33 33 687 690
./positive/sample_Quercus_ilex_-_Holm_-_Evergreen_Oak_11.jpg 1 19 53 718 493
./positive/sample_White_Oak_Tree,_West_Hartford,_CT_-_June_17,_2013.jpg 1 2 3 743 553
